"educ_yrs","age","month_interview","wealth_group","female","rural","earnings_usd","years_lived_elsewhere","christian_main","christian_evang","muslim","kikuyu"
7,35,6,4,0,0,225.49,2,1,1,0,0
11,43,10,4,0,1,587.92,7,1,1,0,0
5,57,8,5,0,1,1045.61,3,1,0,0,0
5,46,6,1,0,1,27.73,4,0,0,0,0
2,26,8,5,1,0,51.66,1,1,0,0,0
6,60,9,1,0,1,1549.5,11,1,0,0,1
2,29,8,1,1,0,12.76,9,0,1,0,0
0,20,2,1,0,1,22.98,5,1,0,0,0
0,41,1,4,1,0,25.15,4,1,0,0,0
12,31,1,3,0,0,45.75,5,1,0,0,0
6,27,7,3,0,0,120.82,5,1,0,0,0
3,42,4,3,1,1,46.43,2,0,1,0,0
3,34,12,1,1,0,3.45,10,0,0,0,0
2,24,3,1,0,1,49.52,1,0,0,1,0
3,18,12,3,0,1,26.6,14,1,1,1,0
4,24,8,3,0,1,56.93,13,0,0,0,1
9,31,11,4,1,1,219.68,12,1,0,0,0
7,17,10,5,0,1,43.58,4,0,0,0,0
2,29,12,1,0,0,98.93,7,1,0,1,0
4,25,9,2,0,1,62.27,2,1,0,0,1
4,24,11,5,0,1,48.95,7,1,1,0,0
0,26,4,4,0,1,40.39,9,1,0,0,1
3,35,1,4,0,1,131.76,2,0,0,0,1
6,21,1,5,0,0,57.26,8,0,1,0,0
0,40,9,1,1,0,8.97,6,0,0,0,0
5,23,12,1,0,0,85.72,9,0,0,1,0
3,21,5,5,1,0,39.65,10,1,0,1,0
0,42,3,2,0,1,148.6,0,1,1,1,0
6,23,9,5,0,1,53.58,7,0,1,0,0
6,32,11,1,1,0,145.73,2,0,1,0,0
12,21,1,1,0,1,120.56,3,0,0,0,0
3,25,3,4,0,1,43.34,5,0,1,0,0
8,21,9,4,0,0,91.56,1,1,0,0,0
2,40,10,1,1,1,137.48,3,1,0,1,0
3,28,4,3,0,0,72.47,3,0,1,0,0
0,26,8,1,1,1,28.39,1,1,0,1,0
6,60,2,3,0,1,1513.38,4,1,0,0,0
2,25,10,1,0,1,38.04,1,1,1,0,0
0,25,3,4,1,1,98.42,3,1,0,0,0
7,36,9,2,0,1,236.51,5,0,0,0,0
1,38,11,5,1,1,78.22,4,1,1,0,0
7,19,1,5,0,1,52.33,2,0,0,0,0
6,33,6,5,1,0,200.51,2,1,0,0,1
0,38,7,4,1,1,65.41,4,0,1,0,0
7,43,3,4,1,1,55.33,1,0,1,1,0
6,26,1,3,1,0,105.67,8,1,0,0,0
6,21,11,5,1,0,67.82,5,1,0,1,0
8,36,7,5,1,1,290.55,7,1,0,0,1
5,21,3,3,0,0,50.25,1,1,1,0,0
0,48,4,2,1,1,191.48,0,1,0,0,1
4,27,10,2,1,1,63.09,8,0,0,0,0
7,20,8,3,0,0,73.38,3,1,0,0,0
2,37,3,3,0,1,134.2,4,0,0,0,0
0,33,7,4,1,1,42.72,3,1,1,1,0
8,33,6,1,0,0,25.43,8,1,0,0,0
0,30,10,4,1,1,40.21,7,1,0,0,0
12,31,10,2,0,0,376.45,10,1,0,0,0
4,30,6,1,0,0,121.33,1,1,0,0,0
0,31,9,1,1,0,45.64,12,1,1,0,0
0,30,11,3,0,1,52.43,3,1,1,0,0
3,24,2,3,1,1,42.1,14,1,1,0,0
4,19,2,3,0,1,36.22,6,1,0,0,1
3,18,9,1,1,0,24.35,5,1,1,0,0
2,18,7,3,0,1,24.87,3,1,0,0,0
10,35,7,1,0,1,59.85,3,0,1,0,0
3,42,5,1,0,1,239.77,3,0,0,0,1
3,18,2,2,0,0,16.23,5,0,1,0,0
4,32,7,5,1,0,98.65,5,0,1,0,0
0,27,3,5,1,1,25.19,3,1,1,1,0
10,17,8,3,0,1,64.48,6,1,0,0,0
2,27,11,4,1,0,46.13,8,0,1,1,0
12,20,2,5,0,0,162.96,12,1,0,1,0
9,29,9,4,0,0,86.96,3,1,1,1,0
0,21,9,1,0,1,20.44,2,0,1,0,0
0,24,8,4,0,1,27.42,4,0,1,0,1
4,19,2,3,0,1,35.37,3,1,0,0,0
5,21,11,1,1,0,29.93,13,0,1,0,0
0,37,5,3,1,1,60.03,13,1,1,0,0
2,30,8,3,0,1,73,6,0,0,0,0
3,24,2,5,0,0,62.47,7,1,0,0,0
0,27,9,5,0,1,35.01,1,0,1,0,0
9,19,9,5,0,1,67.95,1,0,0,0,0
0,32,5,4,1,0,96.65,8,1,1,0,1
8,42,7,2,1,1,386.93,8,0,1,1,0
9,33,9,3,0,0,303.07,0,1,0,0,0
7,41,3,1,0,0,464.35,0,1,0,0,0
3,24,8,5,1,0,86.83,1,1,0,0,1
4,22,9,1,0,0,68.74,6,1,0,1,0
0,43,6,1,0,1,161.68,4,0,1,1,0
3,22,10,1,0,1,33.1,3,1,1,0,0
0,25,1,2,1,1,25.8,2,0,0,0,0
5,27,7,5,0,1,68.86,7,1,1,0,1
6,26,10,1,0,1,86.34,4,1,0,0,0
12,29,2,2,0,0,256.34,9,1,1,0,0
4,27,11,2,0,0,81.96,3,1,0,1,0
3,19,1,3,0,0,45.95,11,0,0,1,0
0,31,5,5,1,0,82,2,0,0,0,0
4,25,5,1,0,1,62.27,6,0,0,0,1
13,18,2,5,0,0,108.67,2,1,1,0,0
7,17,8,4,0,0,52.38,5,1,1,1,0
0,19,3,2,1,1,15.01,5,0,0,0,0
9,24,4,4,1,0,45.02,2,1,0,0,0
8,21,9,4,0,0,91.56,3,1,0,0,0
6,25,9,1,1,0,98.94,2,0,0,0,1
1,40,10,3,1,0,35.49,1,1,0,0,0
13,22,7,2,0,0,192.52,9,1,0,0,0
6,24,9,5,1,0,71.74,10,1,1,0,0
10,20,5,3,0,0,108.56,5,1,0,0,0
12,27,3,1,0,0,214.72,1,1,1,0,0
12,29,1,3,1,0,403.37,0,0,0,0,0
0,22,5,4,0,1,22.37,0,1,1,0,0
2,22,5,5,1,0,36.08,3,0,0,0,0
0,27,11,2,1,0,32.06,8,0,1,0,0
6,20,4,4,0,0,64.4,6,1,0,0,0
8,20,11,5,1,1,68.78,5,1,0,0,0
5,24,5,4,1,0,74.33,3,1,0,1,0
1,26,11,1,1,1,33.74,2,1,0,0,0
8,26,1,3,1,1,118.05,2,0,0,0,0
3,19,6,4,1,1,26.28,5,0,0,0,1
1,32,10,1,0,1,30.39,13,1,0,0,0
0,19,5,3,1,0,19.21,13,0,0,0,0
6,19,12,4,0,0,58.8,5,1,0,0,0
9,26,12,5,0,0,163.52,3,1,0,0,0
2,34,11,2,1,0,104.45,0,0,0,0,0
0,33,4,1,0,1,59.37,12,1,1,0,0
3,19,9,5,1,1,33.96,1,0,0,0,1
9,23,3,4,0,1,79.27,4,1,1,0,0
4,24,6,5,0,0,71.19,11,0,0,0,0
1,19,2,2,0,1,24.48,12,1,0,0,1
0,21,1,5,1,1,90.52,2,0,1,0,0
0,26,5,1,0,0,50.5,1,1,0,0,0
3,46,1,1,1,0,288.32,1,1,1,0,1
5,25,6,2,0,0,88.72,2,1,0,0,0
1,20,6,4,1,1,69.11,1,1,1,0,0
0,24,10,3,0,1,32.99,1,0,0,0,0
6,20,5,4,0,1,47.24,7,1,0,0,1
0,27,9,1,0,1,49.86,1,1,0,1,0
4,23,9,3,1,0,56.47,6,1,0,0,0
4,32,5,4,0,1,130.59,1,0,0,1,0
2,20,8,4,1,1,19.55,1,1,1,0,1
1,55,7,3,1,0,510.53,0,1,0,1,0
6,23,2,4,1,1,63.09,1,1,0,0,0
3,37,4,2,0,0,195.76,1,1,0,0,0
12,40,11,1,0,1,71.78,4,0,0,1,0
8,39,4,5,1,1,298.08,14,0,1,0,0
1,25,4,2,0,1,41.11,7,0,0,0,0
2,23,10,4,1,0,32.06,3,0,1,0,0
3,23,12,2,1,1,30.13,1,1,1,1,0
1,38,3,2,1,0,123.32,7,0,0,0,0
6,19,6,2,0,0,58.8,5,0,0,0,0
4,46,6,5,1,0,414.74,11,1,0,0,0
10,41,9,3,0,1,549.43,1,0,0,0,1
0,49,6,2,1,1,165.93,2,1,1,1,0
2,33,1,1,1,0,98.03,5,0,0,0,1
2,19,11,3,1,0,22.31,9,1,1,0,0
0,24,12,3,0,1,32.99,4,1,0,0,0
0,22,12,4,1,1,53,2,0,0,0,0
0,18,8,5,1,1,11.39,1,0,1,0,1
0,32,7,5,0,0,69.65,8,0,1,0,0
0,26,9,3,1,1,28.22,3,1,0,0,0
4,19,7,2,1,0,66.56,11,0,0,0,0
9,21,2,3,1,0,118.05,1,1,0,0,1
2,23,6,2,1,1,30.84,4,0,0,0,0
6,25,5,1,0,0,101.09,1,1,0,0,0
6,21,6,1,1,0,56.04,3,0,1,0,1
3,26,11,3,0,0,58.4,13,0,0,0,0
7,22,5,2,1,1,56.31,3,1,1,1,0
10,28,2,4,0,0,257.33,8,0,0,1,0
3,47,1,5,0,0,370.1,6,0,1,0,0
2,23,1,5,1,1,25.04,1,1,1,0,0
2,17,8,5,0,1,7.9,9,0,0,0,0
1,43,6,2,1,1,147.32,1,1,0,0,0
1,36,1,2,0,0,60.73,5,0,0,1,0
11,18,4,2,1,1,66.31,3,1,0,0,0
9,27,3,5,0,0,167.8,5,0,1,1,0
0,19,5,1,0,1,24.26,4,0,0,1,0
6,22,9,1,0,1,60.3,12,1,0,0,0
6,21,1,4,1,1,43.02,12,0,1,1,0
6,33,12,2,1,0,195.84,5,1,0,0,0
0,32,8,3,0,1,55.7,7,0,1,0,1
0,21,6,3,0,1,20.44,2,1,1,0,0
0,45,10,5,1,0,151.45,8,0,1,0,0
0,42,2,4,1,0,117.68,9,1,1,0,0
7,32,12,2,0,0,213.92,5,1,0,0,0
12,35,12,4,0,1,416.68,6,1,0,0,0
2,45,5,5,1,0,266.76,7,0,0,0,0
1,18,1,1,0,1,17.72,7,0,1,0,0
13,26,8,5,0,0,54.37,6,0,0,0,0
0,39,3,5,1,1,87.75,3,1,0,0,0
3,24,10,3,1,1,32.77,7,1,1,0,0
2,34,12,3,0,1,97.22,8,1,1,1,0
3,29,10,3,0,1,76.16,5,0,0,0,0
3,17,6,3,1,0,4.57,5,1,0,1,0
7,20,4,3,0,1,57.32,3,0,0,0,0
2,31,2,4,1,0,84.24,3,0,0,1,0
0,18,10,4,1,0,17.54,11,0,0,0,0
3,40,4,2,0,1,197.65,8,0,0,0,0
9,27,1,4,0,1,90.7,6,1,0,0,0
5,19,4,5,1,0,38.16,6,1,1,0,0
8,22,9,3,1,0,11.68,3,1,1,0,0
2,37,12,2,1,0,4.33,7,0,1,0,0
4,19,4,2,0,1,35.37,8,1,0,0,0
2,34,11,3,0,1,23.46,10,0,1,0,0
0,47,7,3,1,1,139.77,2,0,1,0,0
9,27,4,1,0,1,142.96,11,0,0,0,1
0,36,4,4,0,0,121.4,12,1,0,0,0
0,17,3,4,0,1,14.19,4,1,1,0,0
0,21,1,1,0,1,25.17,11,0,0,0,0
6,40,4,4,0,1,292.4,4,1,0,0,0
2,22,6,4,0,1,29.05,8,1,1,0,0
13,30,12,4,0,0,326.62,5,0,1,0,1
6,21,2,2,0,0,72.2,3,1,0,0,1
6,27,4,4,0,1,88.6,1,1,1,1,0
0,33,12,2,1,0,6.82,0,1,0,0,0
12,35,7,5,0,0,533.42,1,0,0,0,0
0,28,2,3,0,1,47.97,9,1,1,0,0
9,40,2,5,1,0,626.65,12,0,0,0,1
6,21,7,4,1,0,67.41,5,1,0,0,0
10,26,2,3,0,1,145.55,5,1,0,0,0
12,44,11,1,0,0,1328.24,3,1,0,1,0
2,27,6,2,0,1,52.56,2,0,1,1,0
0,18,8,3,0,1,15.55,9,1,1,0,0
9,22,7,4,1,1,100.95,12,1,0,0,1
9,42,11,2,1,0,725.18,2,0,0,0,0
6,43,6,5,1,1,87.94,5,0,1,1,0
11,21,10,1,1,0,7.79,1,1,1,1,0
7,41,12,5,0,1,340.51,0,0,1,1,0
0,27,2,5,1,0,32.06,3,1,1,0,0
4,19,5,4,1,1,30.88,10,1,0,1,0
4,18,5,5,1,0,29.3,0,0,1,1,0
1,51,4,3,0,1,381.43,3,0,0,0,0
0,36,8,3,1,1,55.07,5,0,1,0,0
1,21,11,1,0,0,29.81,4,1,1,0,0
1,41,5,1,0,1,155.58,6,0,1,1,0
0,56,10,2,0,1,407.89,11,1,1,0,0
3,23,12,1,1,0,47.22,2,0,0,0,0
12,28,1,4,1,0,371.46,11,1,0,1,0
12,20,12,5,1,0,180.1,12,1,0,0,0
11,36,3,4,1,1,485.36,2,1,0,0,0
4,26,12,3,0,1,54,1,0,1,0,0
0,18,4,3,0,0,24.52,5,0,0,0,0
13,27,11,5,0,0,60.41,6,0,0,0,0
2,17,5,2,0,1,18.42,7,1,1,0,0
2,43,10,2,1,1,180.38,6,1,0,0,1
6,21,2,5,0,1,55.09,1,0,0,0,0
0,21,3,2,0,0,32.99,1,0,0,0,1
12,19,6,2,0,0,128.69,6,1,0,0,0
7,42,5,3,0,0,505.37,11,0,0,0,0
2,17,6,1,1,1,18.3,8,1,0,0,1
4,31,10,4,0,1,84.02,10,1,1,0,0
1,41,5,3,0,1,134.57,1,1,1,0,0
12,20,2,4,0,0,140.95,3,1,0,0,0
2,27,10,2,0,1,52.56,4,1,1,1,0
3,18,9,4,1,1,23.43,2,1,0,0,0
3,20,10,5,1,0,49.25,2,1,1,0,0
6,24,7,1,0,1,40.77,3,1,1,0,0
7,32,11,5,1,1,171.66,5,1,0,0,1
0,46,6,3,1,0,203.99,0,0,0,1,0
2,23,7,1,0,0,40.69,8,0,1,0,0
7,29,10,5,0,1,44.56,6,0,0,0,1
9,24,2,2,1,1,28.84,0,0,0,0,0
7,20,1,1,1,1,57.86,5,0,0,1,0
3,25,5,2,1,1,91.67,1,1,0,1,0
12,30,12,1,0,0,86.39,11,0,0,0,1
4,22,2,2,1,1,32.73,9,1,1,0,0
1,44,12,3,1,1,160.24,3,0,0,0,0
3,18,7,4,1,0,61.63,4,1,0,0,0
1,38,8,1,0,1,88.8,3,0,0,1,0
0,45,6,5,0,0,211.75,6,0,1,0,0
1,34,12,3,0,1,85.32,7,0,1,1,0
2,31,12,4,1,1,62.79,8,0,0,0,0
0,52,7,4,1,1,35.81,0,1,1,1,0
0,22,9,3,0,0,35.27,5,0,0,0,0
0,31,10,5,1,0,56.21,4,1,0,0,0
8,40,5,1,0,0,486.01,1,0,0,0,0
6,24,6,3,0,1,72.2,2,0,0,0,0
9,37,6,3,1,0,384.48,4,1,1,0,0
5,41,1,1,0,1,279.37,2,0,0,0,0
2,19,12,1,1,0,27.48,7,0,0,0,0
0,49,11,5,1,1,164.93,1,1,1,0,0
0,44,10,3,1,1,108.8,3,0,1,0,0
8,20,4,3,0,1,65.32,12,1,0,0,0
1,25,12,2,0,0,49.41,8,1,1,1,0
6,19,2,5,0,0,47.74,11,1,1,0,0
12,21,8,5,0,0,154.34,6,0,0,0,0
6,49,9,3,1,0,51.02,7,1,0,0,1
1,42,2,3,1,1,136.21,4,1,0,1,0
7,32,2,1,0,1,167.1,4,0,0,0,0
10,22,5,3,0,0,133.24,8,1,0,0,1
3,19,10,2,1,0,49.55,7,1,0,0,0
0,33,8,3,0,1,94.87,2,1,0,1,0
7,23,11,4,0,1,75.19,5,0,0,0,0
0,34,5,1,1,1,57.05,3,0,0,0,0
0,38,5,4,0,1,91.45,1,0,1,0,0
0,28,4,2,1,1,27.37,3,1,1,0,0
0,20,12,1,0,1,20.3,1,1,1,0,0
1,18,10,4,0,1,22.34,6,0,0,0,1
9,22,8,4,1,1,98.6,10,0,0,0,0
12,24,6,5,0,1,158.02,8,0,0,0,0
1,21,7,1,0,1,95.06,5,0,0,0,0
3,37,6,2,1,1,127.2,8,0,0,1,0
1,46,2,1,1,1,153.8,9,1,1,0,0
0,37,5,2,1,1,60.39,3,0,1,1,0
0,19,9,1,0,1,20.98,7,1,0,0,0
4,33,5,1,1,1,106.96,3,0,0,0,0
9,18,11,2,0,1,62.02,9,1,0,0,0
4,19,1,3,1,1,30.7,3,0,0,0,0
0,17,7,5,1,1,35.47,6,1,0,1,0
0,22,11,4,1,1,16.38,4,1,1,0,1
3,45,8,4,1,1,250.7,10,0,0,1,0
6,37,8,3,0,1,231.63,4,0,0,0,1
3,19,10,5,0,0,32.27,2,1,1,0,0
8,18,12,4,0,1,55.73,10,1,0,0,1
4,23,11,4,0,1,50.83,0,1,0,0,0
3,31,10,2,0,1,73.74,12,1,1,0,0
3,26,3,3,0,1,21.11,6,0,0,0,0
1,25,11,2,1,1,30.86,2,0,0,0,0
7,28,1,2,1,0,69.55,0,0,0,0,0
0,60,5,5,0,1,574.84,2,1,1,0,1
0,29,5,5,1,1,12.18,5,0,1,0,0
3,23,6,2,1,1,83.77,4,1,1,0,0
8,22,10,5,1,1,66.94,15,1,1,0,0
3,18,6,5,1,1,23.43,1,1,0,0,0
7,17,10,4,1,0,45.73,1,1,1,1,0
6,32,6,4,1,1,140.19,6,0,0,0,0
0,17,10,3,0,1,14.53,7,1,1,0,1
3,42,12,2,0,0,37.5,7,1,0,0,0
0,29,4,5,0,0,65.9,0,1,0,0,0
0,21,4,2,1,1,18,2,1,0,0,0
6,20,11,3,1,0,61.56,4,1,0,0,0
0,25,4,4,1,0,83.8,5,1,1,1,0
0,24,3,4,1,0,30.2,1,0,0,0,0
6,34,7,4,1,0,213.64,6,1,0,0,0
7,18,1,5,1,1,47.92,3,0,0,0,0
6,19,8,3,1,0,56.21,2,1,0,0,0
8,25,12,4,0,1,96.25,2,1,1,1,0
9,34,3,3,1,0,367.6,5,0,0,1,0
1,37,3,5,0,1,117.78,11,0,0,0,0
0,36,8,3,0,1,6.44,0,1,0,1,0
4,35,10,3,0,1,169.53,11,1,0,1,0
7,49,5,4,0,0,1048.31,12,1,0,1,0
0,24,7,3,0,0,34.29,2,0,1,0,0
11,45,5,1,1,1,85.05,3,1,0,0,0
3,24,6,4,0,0,72.23,5,1,0,1,0
0,17,8,4,1,0,16,2,1,0,0,0
0,28,4,1,1,1,27.62,13,1,0,0,0
11,20,4,5,0,0,100.44,5,1,1,0,0
0,19,4,1,0,1,20.98,1,1,0,0,0
9,55,11,4,1,0,50.11,8,1,0,1,0
7,18,8,2,0,1,38.78,4,0,1,0,0
4,29,9,2,1,0,96.41,5,0,0,0,0
6,21,1,5,1,0,67.41,4,1,0,0,0
1,32,4,1,1,0,73.37,3,0,0,0,0
4,34,4,3,0,1,109.17,4,1,1,0,0
9,33,4,4,0,0,9.05,3,0,0,0,0
0,21,12,2,0,1,20.44,9,1,1,0,0
1,25,1,3,1,0,39.74,6,0,0,1,0
2,22,8,5,0,0,38.07,6,1,1,0,1
14,45,4,3,0,0,1621.97,1,1,0,0,0
6,23,5,2,1,0,65.58,1,0,1,0,0
9,33,11,5,0,0,303.07,9,0,0,0,0
0,18,7,2,1,1,13.7,1,1,0,0,0
14,18,4,5,1,0,61.3,7,1,1,0,0
2,46,6,5,1,1,231.94,3,1,0,0,1
7,31,1,1,0,1,153.09,2,1,0,0,0
7,28,5,2,0,0,53.9,0,1,0,1,0
5,24,11,5,0,1,34.37,5,0,0,0,0
0,33,4,3,0,1,73.12,1,1,0,0,0
1,30,2,1,1,1,48.09,0,0,0,0,0
2,25,5,5,0,1,82.25,10,1,1,0,0
4,41,8,4,0,1,245.18,3,1,0,0,0
6,25,5,2,1,1,61.66,7,0,1,1,0
1,39,2,1,0,1,143.13,13,0,0,0,1
0,41,6,2,1,1,86.48,8,0,1,0,1
0,31,9,3,0,1,83.21,9,1,0,0,0
0,48,8,5,0,1,302.31,2,1,0,1,0
2,46,9,1,1,1,226.53,4,1,0,0,0
6,39,11,5,0,0,343.74,14,1,0,0,0
0,32,8,3,0,1,67,6,0,0,0,0
3,21,5,4,0,0,3.3,6,1,1,0,0
2,24,10,5,1,0,35.07,0,0,1,0,0
1,22,8,1,0,0,76.52,0,1,0,0,0
0,29,8,1,0,0,67.48,0,0,0,0,1
0,27,6,2,1,0,39.48,5,1,0,0,0
1,37,1,1,1,1,88.94,9,0,0,1,0
4,24,12,1,0,1,46.23,1,0,1,0,1
0,19,12,2,0,0,45.08,6,1,1,0,0
0,47,12,3,1,1,89.91,1,0,0,0,0
5,38,5,5,0,0,230.24,6,0,1,0,1
4,28,6,4,1,0,71.66,5,1,1,0,0
6,20,12,3,1,1,39.98,2,0,1,0,1
7,18,10,3,0,0,70.7,2,1,0,1,0
4,23,3,2,1,1,26.27,8,0,1,0,0
5,18,11,3,0,1,29.61,2,1,1,0,0
6,18,4,3,0,0,53.66,7,0,0,0,0
1,22,1,3,1,1,19.13,2,1,1,0,0
1,23,12,1,1,1,25.79,5,1,0,0,0
5,28,7,2,0,1,75.25,7,1,1,0,1
8,20,6,1,1,0,75.97,1,1,0,1,0
5,49,1,5,0,0,698.35,2,1,0,0,0
0,35,9,5,1,0,79.64,1,1,0,0,0
10,46,4,5,1,0,985.14,8,1,1,0,0
12,19,3,4,0,0,128.69,6,0,0,0,0
4,35,11,5,1,1,127.25,5,1,0,0,0
0,40,2,3,0,1,125.42,2,0,1,1,0
1,22,2,1,0,0,32.63,7,0,1,0,0
2,20,12,4,0,1,24.23,4,0,1,0,0
0,42,8,4,1,0,144.94,5,0,0,0,0
5,30,9,4,0,0,112.26,2,1,1,0,0
1,36,6,2,1,1,25.52,4,0,0,0,0
4,43,7,3,0,1,11.74,4,0,1,0,0
13,29,8,4,1,0,79.89,6,1,0,0,0
0,46,12,1,0,1,18.85,2,1,0,0,0
0,22,10,3,1,1,27.7,0,0,0,0,1
0,25,12,4,0,1,36.08,2,1,0,0,0
2,21,9,3,0,0,2.78,2,0,1,1,0
12,19,12,2,0,0,131.76,0,1,0,0,1
2,56,2,5,1,1,56.23,6,1,0,0,0
0,19,1,5,1,1,15.37,0,0,0,0,1
1,24,3,4,1,1,28.22,2,0,0,0,0
9,20,4,2,0,0,95.28,3,0,0,0,0
3,27,6,2,1,0,67.53,3,0,0,0,0
6,35,5,1,0,1,154.58,3,0,1,0,0
0,52,7,5,0,1,363.27,5,0,0,0,0
2,33,8,3,1,0,42.24,11,1,0,0,0
0,32,12,5,0,0,69.65,6,0,1,0,0
4,31,1,4,0,1,103.48,12,1,0,0,0
0,27,12,5,0,1,35.01,10,0,1,0,0
5,45,6,5,1,1,364.91,1,0,0,0,1
6,39,5,4,1,1,208.42,6,1,1,0,0
9,24,7,5,0,0,51.08,1,0,0,0,1
4,36,2,5,1,1,52.7,9,1,0,0,0
1,34,3,1,1,1,55.39,10,0,1,0,0
3,34,6,4,1,0,101.42,4,0,1,0,0
0,40,1,2,1,0,122.33,3,1,0,0,0
0,34,3,1,0,1,64.76,1,1,1,0,0
0,47,7,1,1,1,172.13,11,1,0,0,0
12,20,8,3,0,1,110.1,10,1,0,0,0
1,41,11,3,1,1,101.62,4,0,1,1,0
4,22,3,2,1,0,51.6,3,1,0,0,0
10,23,4,3,1,1,2.68,13,1,0,0,0
2,37,12,3,0,1,125.98,10,1,1,1,0
12,54,9,3,1,0,2719.41,5,1,1,0,0
0,28,5,2,1,1,7.77,5,0,1,0,0
3,29,5,5,0,0,97.5,6,0,0,0,0
6,21,7,5,1,1,84.1,2,1,1,0,0
0,48,7,2,0,0,334.74,5,0,0,0,0
0,57,7,3,0,1,544.36,2,1,0,0,0
0,43,10,2,1,1,123.18,8,0,0,0,0
3,24,10,5,1,0,51.66,4,0,0,0,0
0,34,3,3,1,1,46.6,2,1,1,1,0
7,28,6,3,0,0,173.94,12,1,0,1,0
2,18,11,1,0,1,24.87,0,1,0,0,0
6,39,10,4,0,0,397.42,3,0,0,1,0
3,23,10,2,0,1,36.22,1,0,1,0,0
0,40,5,1,0,1,133.6,0,1,0,0,0
6,27,6,4,0,0,24.41,8,0,0,0,0
4,33,6,2,1,0,136.93,0,0,0,0,0
0,22,1,4,0,1,22.37,7,1,1,0,0
2,59,6,1,0,0,19.13,1,0,1,0,0
1,31,3,3,1,0,67.22,0,0,0,0,0
0,28,1,5,0,1,39.18,1,1,1,0,1
6,23,12,5,1,0,50.01,3,0,1,0,0
7,18,9,5,1,1,47.92,8,1,0,0,0
0,21,11,5,1,1,14.62,9,1,1,0,0
12,27,4,3,0,1,206.57,11,0,0,0,0
7,33,2,3,0,1,182.34,9,0,0,0,0
1,19,10,4,1,1,17.95,5,1,0,0,0
8,30,4,3,0,1,163.58,5,1,0,0,1
1,19,7,3,0,0,24.85,13,0,1,0,0
2,27,11,4,0,0,71.67,3,0,0,0,0
0,42,5,2,0,0,64.46,5,1,0,0,0
0,29,4,5,1,1,25.04,5,0,0,1,0
12,49,2,3,0,0,1741.62,6,1,0,0,0
0,24,3,1,1,1,24.16,6,1,0,0,1
2,24,1,1,0,1,34.78,2,1,1,0,0
5,26,11,3,0,0,78.77,0,0,1,0,0
6,49,7,1,1,1,482.49,0,0,1,0,0
2,36,11,3,1,1,97.59,5,1,0,1,0
0,43,1,3,0,0,179.03,8,1,1,0,0
10,25,11,2,0,1,133.11,8,1,0,0,0
6,24,4,4,0,1,72.2,2,1,0,0,0
0,28,7,4,0,1,47.12,12,0,0,0,0
9,34,5,2,1,0,68.77,6,1,0,0,1
0,29,12,4,0,1,59.52,7,1,0,1,0
2,56,1,1,0,1,652.23,2,1,0,0,0
0,17,2,2,1,0,83.88,9,1,0,0,0
6,22,3,2,0,1,57.8,8,1,0,0,1
8,48,7,4,1,0,832.73,5,1,1,0,1
0,25,4,2,0,1,94.78,2,0,0,1,0
0,37,10,3,1,1,54.95,1,1,0,1,0
2,47,3,5,0,1,312.48,10,1,0,0,0
3,44,9,3,1,1,38.59,3,1,1,0,1
2,34,1,3,0,0,62.44,6,1,1,0,0
8,28,7,2,1,1,117.23,3,1,1,0,1
0,49,2,5,1,1,203.13,3,1,0,0,0
11,27,5,4,0,0,232.08,1,0,0,0,0
10,21,6,5,1,0,68.89,9,1,0,1,0
0,41,7,5,0,1,168.16,2,1,0,1,0
0,25,5,2,1,1,25.8,2,1,0,0,0
6,21,6,5,0,0,42.7,5,0,0,0,1
0,20,4,4,1,1,16.44,8,1,0,0,0
9,23,1,1,0,0,101.48,2,1,1,0,0
0,35,7,1,1,1,62.21,2,0,0,0,0
2,22,3,2,0,0,45.79,12,1,0,0,0
3,21,1,2,0,1,30.23,4,0,1,0,0
1,38,3,2,1,1,98.63,3,0,0,0,1
7,23,10,4,0,0,96.26,3,1,0,0,0
0,39,10,5,1,0,70.79,2,0,1,0,1
6,39,2,3,1,1,213.4,5,1,1,0,1
6,23,1,5,0,1,65.99,1,0,0,0,0
7,23,3,5,0,0,96.26,0,1,0,0,0
3,31,2,5,0,0,89.17,6,0,1,0,0
13,47,11,5,0,0,1681.71,6,1,0,0,0
4,29,11,5,0,0,104.29,1,0,1,1,0
3,22,4,4,0,0,52.18,3,0,0,0,0
9,17,3,3,0,0,43.44,3,0,0,0,0
8,46,3,5,0,0,805.61,1,1,0,0,0
7,50,4,1,0,0,818.49,9,0,1,0,1
9,29,3,3,0,0,246.72,4,1,0,1,0
7,39,1,4,1,0,89.65,1,1,1,0,0
0,32,10,2,1,0,61.35,9,0,0,0,0
2,19,10,3,0,0,34.88,2,0,0,0,0
8,22,1,1,0,0,100.23,1,1,0,0,0
4,29,10,2,1,1,61.15,7,1,1,0,0
4,21,1,4,1,1,37.7,11,1,0,0,1
10,28,2,2,0,0,222.57,6,1,0,0,0
13,19,7,2,0,0,150.13,1,1,0,0,1
1,37,3,4,1,0,10,5,0,0,0,0
0,22,6,4,1,0,25.23,6,1,0,0,0
0,23,2,1,0,1,30.15,2,0,0,0,0
3,17,8,4,1,0,37.93,7,0,0,0,0
2,19,8,1,1,1,26.41,4,0,0,0,1
12,21,6,5,1,1,157.72,6,1,0,0,1
3,23,6,4,1,0,8.76,1,1,1,0,0
5,30,5,1,0,0,159.84,5,1,0,1,0
